content_id,doi,name,content_type,item_type,creator,primary_creator,resource_sub_type,resource_type,publisher_name,journal,book_title,book_subtitle,container_name,collection_name,iiif_url,platform_metadata,hierarchy
3cc50d52-45a2-36fe-b1cb-af995034f771,10.2307/struggles.1003326045,"Anti-Apartheid News, May 1987",contributed_serials,ccda_text,"[""The Anti-Apartheid Movement""]",The Anti-Apartheid Movement,Newsletters,Serials,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/02/eaf2925b-bcd7-4745-b02f-754191f65618.jp2,TRUE,"{""compilation"":[{""id"":""1003322637"",""title"":""Anti-Apartheid Movement Collection"",""path"":""/struggles-for-freedom/southern-africa/anti-apartheid-movement-collection-1003322637""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Primary Sources"",""path"":""/primary-sources""}]}"
3d0a0e7b-a6c9-358c-85fb-490161d66a77,10.2307/struggles.1003333284,"Part 02, South Africans in the Netherlands: Celebration of Nelson Mandela's release from jail, Amsterdam, February 1990 [3].",contributed_images,ccda_text,"[""Boersma, Pieter""]","Boersma, Pieter",Photographs,Images,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/21/19/d5365eac-5437-4ae5-8faa-22fe106a7f1c.jp2,TRUE,"{""compilation"":[{""id"":""1003322632"",""title"":""Pieter Boersma Photograph Collection"",""path"":""/struggles-for-freedom/southern-africa/pieter-boersma-photograph-collection-1003322632""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Primary Sources"",""path"":""/primary-sources""}]}"
3d91e78b-a7bd-3265-8ed2-e69b3490d6fd,10.2307/.1003326560,Update on Challenging Apartheid,contributed_documents,ccda_text,"[""The Anti-Apartheid Movement""]",The Anti-Apartheid Movement,Memorandums,Documents,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/19/23/b08b23b8-6b0b-420a-9827-9b4d47c32256.jp2,TRUE,"{""compilation"":[{""id"":""1003322637"",""title"":""Anti-Apartheid Movement Collection"",""path"":""/struggles-for-freedom/southern-africa/anti-apartheid-movement-collection-1003322637""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}]}"
3e670fcf-df90-35cb-ac9c-0c869d0b769b,10.2307/ithaka.org.1003748663,Rachel Carson on Pony with Friends at the Pennsylvania College for Women Campus ,contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/3eb71742-4ec2-43ee-9993-4f5fbc0a5f88_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
3f781a9b-b269-3e2a-96cc-a3548e087c13,10.2307/3984849,"Rachel Carson's ""Silent Spring""",journal,article,"[""Linda J. Lear""]",Linda J. Lear,,,"[""Forest History Society"", ""American Society for Environmental History"", ""Oxford University Press""]",Environmental History Review,,,,,,TRUE,"{""journal"":[{""id"":""envihistrevi"",""title"":""Environmental History Review""}],""issue"":[{""id"":""10.2307/i382256"",""title"":""Vol. 17, No. 2 (Summer, 1993)""}],""publisher"":[{""id"":""fhs"",""title"":""Forest History Society""},{""id"":""aseh"",""title"":""American Society for Environmental History""},{""id"":""oup"",""title"":""Oxford University Press""}]}"
3fb76330-6b10-3253-8010-2cdd038bfde0,10.2307/1710604,Pesticides: White House Advisory Body Issues Report Recommending Steps to Reduce Hazard to Public,journal,article,"[""D. S. Greenberg""]",D. S. Greenberg,,,"[""American Association for the Advancement of Science""]",Science,,,,,,TRUE,"{""journal"":[{""id"":""science"",""title"":""Science""}],""issue"":[{""id"":""10.2307/i299169"",""title"":""New Series, Vol. 140, No. 3569 (May 24, 1963)""}],""publisher"":[{""id"":""aaas"",""title"":""American Association for the Advancement of Science""}]}"
408b5054-9c03-321a-9dd3-8ce2963c1bac,10.2307/3984231,"Chemical Fallout: Rachel Carson's Silent Spring, Radioactive Fallout, and the Environmental Movement",journal,article,"[""Ralph H. Lutts""]",Ralph H. Lutts,,,"[""Forest History Society"", ""American Society for Environmental History"", ""Oxford University Press""]",Environmental Review: ER,,,,,,TRUE,"{""journal"":[{""id"":""envirevier"",""title"":""Environmental Review: ER""}],""issue"":[{""id"":""10.2307/i382184"",""title"":""Vol. 9, No. 3 (Autumn, 1985)""}],""publisher"":[{""id"":""fhs"",""title"":""Forest History Society""},{""id"":""aseh"",""title"":""American Society for Environmental History""},{""id"":""oup"",""title"":""Oxford University Press""}]}"
41eb7162-eab9-3806-84cb-f1bfe5d74e55,10.2307/struggles.1003333283,"Part 04, AWEPAA activities in Europe and Southern Africa: Desmond Tutu, Bonn, September 1995.",contributed_images,ccda_text,"[""Boersma, Pieter""]","Boersma, Pieter",Photographs,Images,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/08/66994ae6-91b1-423b-a931-f06a5e0dd0e2.jp2,TRUE,"{""compilation"":[{""title"":""Pieter Boersma Photograph Collection"",""id"":""1003322632"",""path"":""/struggles-for-freedom/southern-africa/pieter-boersma-photograph-collection-1003322632""}],""collection"":[{""title"":""Struggles for Freedom: Southern Africa"",""id"":""100046001"",""path"":""/primary-sources/southern-african""}],""portal"":[{""title"":""Primary Sources"",""id"":""100046000"",""path"":""/primary-sources""}]}"
421b29d2-f592-30d5-8c0b-9b121d380ade,10.7312/marc15930.8,RACHEL CARSON’S: SILENT SPRING,book,chapter,"[""Marla Cone""]",Marla Cone,,,"[""Columbia University Press""]",,Second Read,Writers Look Back at Classic Works of Reportage,,,,TRUE,"{""publisher"":[{""id"":""columbiaup"",""title"":""Columbia University Press""}],""toc"":[{""id"":""10.7312/marc15930"",""title"":""Second Read: Writers Look Back at Classic Works of Reportage""}]}"
42733e15-c5de-3092-a61c-c27abe137ef8,10.2307/struggles.1003346574,Boycott Apartheid: Sanctions Now Campaign Plans,contributed_documents,ccda_text,"[""South Africa Freedom Now"","" The Anti-Apartheid Movement""]",South Africa Freedom Now,Memorandums,Documents,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/19/23/a3999fe8-7d84-464c-9913-6f260eaba43d.jp2,TRUE,"{""compilation"":[{""id"":""1003322637"",""title"":""Anti-Apartheid Movement Collection"",""path"":""/struggles-for-freedom/southern-africa/anti-apartheid-movement-collection-1003322637""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Primary Sources"",""path"":""/primary-sources""}]}"
42b70c25-5bbc-3eba-8731-45c21f9fe60e,10.2307/ithaka.org.1003748618,"""Let's Go Coasting"" Article by Rachel Carson in The Arrow",contributed_serials,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Articles,Serials,"[""Chatham University""]",,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/7944ad81-2e75-4f90-b241-81ced3b15cc1_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
45f4f703-1425-34cc-b660-77b72aea0aec,10.2307/3744471,"Pests, Pollution, and Politics: The Nixon Administration's Pesticide Policy",journal,article,"[""J. Brooks Flippen""]",J. Brooks Flippen,,,"[""Agricultural History Society""]",Agricultural History,,,,,,TRUE,"{""journal"":[{""id"":""agrihist"",""title"":""Agricultural History""}],""issue"":[{""id"":""10.2307/i289247"",""title"":""Vol. 71, No. 4 (Autumn, 1997)""}],""publisher"":[{""id"":""ahs"",""title"":""Agricultural History Society""}]}"
4640ab38-7838-3a41-a654-eb9ae3ef916c,10.2307/ithaka.org.1003748642,"Letter from Chatham College President Edward Eddy to Rachel Carson dated December 9, 1963",contributed_documents,ccda_text,"[""Edward D. Eddy (academician and administrator, 1921-1998)""]","Edward D. Eddy (academician and administrator, 1921-1998)",Letters (Correspondence),Documents,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/18d17930-988b-407a-8b33-ee0df294d762_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
48b96ce4-33da-39bd-9676-931230ea1b68,10.2307/j.ctt3fgwp0.10,7 Afterlife,book,chapter,"[""Louise Viljoen""]",Louise Viljoen,,,"[""Ohio University Press""]",,Ingrid Jonker,Poet under Apartheid,,,,TRUE,"{""publisher"":[{""id"":""ohiopress"",""title"":""Ohio University Press""}],""toc"":[{""id"":""10.2307/j.ctt3fgwp0"",""title"":""Ingrid Jonker: Poet under Apartheid""}]}"
48d83a3b-ce7c-3f43-9885-8f10e78cb4f7,10.7591/j.ctt7z8dn.12,CONCLUSION.: Ending Apartheid at the Border,book,chapter,"[""David Spener""]",David Spener,,,"[""Cornell University Press""]",,Clandestine Crossings,Migrants and Coyotes on the Texas-Mexico Border,,,,TRUE,"{""publisher"":[{""id"":""cornellpress"",""title"":""Cornell University Press""}],""toc"":[{""id"":""10.7591/j.ctt7z8dn"",""title"":""Clandestine Crossings: Migrants and Coyotes on the Texas-Mexico Border""}]}"
4a960b7e-0560-3681-a490-57f20efea8c1,10.2307/ithaka.org.1003748644,"Rachel Carson with sister Marian and Dogs Don, Pat, and Candy at the Carson Homestead ",contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/02cbbba8-40ad-458d-aa27-c15c546b441d_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
4bac989c-07ad-3db3-8b00-bf3410876e89,10.2307/struggles.1003323324,"Freedom Road, Tamatatse Pan, Wankie",contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/22/08/c429b887-ab9a-4c23-a13f-f08bacaf9437.jp2,TRUE,"{""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Struggles"",""path"":""/primary-sources""}]}"
4efdaaeb-5885-3bdf-95cd-48d4255fe29d,10.2307/ithaka.org.1003748655,Detail of Rachel Carson in Parnassus High School Group Photo ,contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/771c091f-2aea-4874-a56c-6f7480783143_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
4f245810-e0d7-36ff-8553-b3617f45b0d9,10.2307/ithaka.org.1003748664,"Mariane Moore, James Jones, and Rachel Carson at National Book Award Ceremonies, 1952",contributed_images,ccda_text,"[""Briggs, Shirley A. (Shirley Ann), 1918-2004""]","Briggs, Shirley A. (Shirley Ann), 1918-2004",Photographs,Images,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/2ac18515-24e6-4ef6-93de-6ab7c749c707_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
4fc3859d-ae8f-3398-8562-a47933a872f8,10.2307/40177090,Rachel Carson College: A Breath of Fresh Air for Environmentalists,journal,article,[],,,,"[""Taylor & Francis, Ltd.""]",Change,,,,,,TRUE,"{""journal"":[{""id"":""change"",""title"":""Change""}],""issue"":[{""id"":""10.2307/i40005205"",""title"":""Vol. 10, No. 7, Report on Teaching: 6 (Aug., 1978)""}],""publisher"":[{""id"":""taylorfrancis"",""title"":""Taylor & Francis, Ltd.""}]}"
4fce377c-2ce5-32a3-87d7-af1c81cc7338,10.2307/ithaka.org.1003748651,"Rachel Carson in Yearbook Photo of Pennsylvania College for Women Honorary Field Hockey Team Appearing in the Yearbook, The Pennsylvanian ",contributed_images,ccda_text,"[""Chatham University""]",Chatham University,Photographs,Images,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/07ede3ca-428a-4a11-a286-93312f5b0110_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
4feda5b2-3839-344e-b2e0-a855400f2ab4,10.2307/ithaka.org.1003748630,"Letter from Chatham College President Edward Eddy to Rachel Carson on September 26, 1963",contributed_documents,ccda_text,"[""Edward D. Eddy (academician and administrator, 1921-1998)""]","Edward D. Eddy (academician and administrator, 1921-1998)",Letters (Correspondence),Documents,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/2bf19fb6-2cf9-4b68-9a69-b891147762e1_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
503e4a47-6d4c-388e-b9d2-16d06e02a9a2,10.2307/ithaka.org.1003748670,Rachel Carson with Parents Robert and Maria on PCW Campus (Pennsylvania),contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/a6b30d74-ed6b-402b-9761-b0f2453aaa24_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
506e9818-9de4-3cd0-9ebd-f82131359870,10.2307/struggles.1003324360,Don't entertain apartheid : Support the cultural boycott!,contributed_images,ccda_text,[],,Posters,Images,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/04/f5331b3d-4937-4060-9de2-0e78194febe8.jp2,TRUE,"{""compilation"":[{""id"":""1003322582"",""title"":""South African History Archive Posters"",""path"":""/struggles-for-freedom/southern-africa/south-african-history-archive-posters-1003322582""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Primary Sources"",""path"":""/primary-sources""}]}"
50c910a7-5e6a-3b90-9bfe-f6a55b99a416,10.2307/struggles.1003346127,Stop Apartheid's Violence poster,contributed_images,ccda_text,"[""Africa Fund""]",Africa Fund,Posters,Images,"[""Africa Fund""]",,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/05/9a1e6524-9944-49bd-bf11-5640248c667c.jp2,TRUE,"{""compilation"":[{""id"":""1003322635"",""title"":""Africa Fund Publications"",""path"":""/struggles-for-freedom/southern-african-100046001/africafundpublications-1003322635""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Primary Sources"",""path"":""/primary-sources""}]}"
50cb3859-1f21-3993-aa21-c1d12d89f0a7,10.2307/struggles.1003325777,South Africa: From Apartheid to Democracy,contributed_books,ccda_text,"[""Anti-Apartheid Movement""]",Anti-Apartheid Movement,Pamphlets,Books,"[""Anti-Apartheid Movement""]",,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/19/23/d78dc883-ca4b-45ff-9f2b-837aadf2cbe8.jp2,TRUE,"{""compilation"":[{""id"":""1003322637"",""title"":""Anti-Apartheid Movement Collection"",""path"":""/struggles-for-freedom/southern-africa/anti-apartheid-movement-collection-1003322637""}],""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Primary Sources"",""path"":""/primary-sources""}]}"
52260357-4ea2-3604-bf29-ac489385d089,10.2307/3234998,The Road Not Taken: Supreme Court Dissents on Freedom of Association for Political Parties,journal,article,"[""Paul R. Petterson""]",Paul R. Petterson,,,"[""The University of Chicago Press""]",Polity,,,,,,TRUE,"{""journal"":[{""id"":""polity"",""title"":""Polity""}],""issue"":[{""id"":""10.2307/i362366"",""title"":""Vol. 26, No. 1 (Autumn, 1993)""}],""publisher"":[{""id"":""ucpress"",""title"":""The University of Chicago Press""}]}"
5403f04d-e480-3ca8-8e8c-0d00573bb8fd,10.5406/j.ctt3fh5sf.4,1 The Road to Revolution,book,chapter,"[""GERALD HORNE""]",GERALD HORNE,,,"[""University of Illinois Press""]",,Black Revolutionary,William Patterson and the Globalization of the African American Freedom Struggle,,,,TRUE,"{""publisher"":[{""id"":""illinois"",""title"":""University of Illinois Press""}],""toc"":[{""id"":""10.5406/j.ctt3fh5sf"",""title"":""Black Revolutionary: William Patterson and the Globalization of the African American Freedom Struggle""}]}"
573c87f8-4764-3e3e-87d1-deba55fe26bf,10.2307/ithaka.org.1003748622,"Omega Award Winning Article ""Broken Lamps"" by Rachel Carson Appearing in a 1927 issue of The Arrow",contributed_serials,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Articles,Serials,"[""Chatham University""]",,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/5d16001e-9ab3-4b2e-a7f2-5ebb6ff3f540_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
59569f80-32e4-392f-921e-dc0f5df3059f,10.2307/.1003325228,The Open School Children's Art Calendar 1991,contributed_images,ccda_text,[],,Posters,Images,,,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/21/23/7ee8f560-b301-4e44-b726-33997c0bf3f4.jp2,TRUE,"{""compilation"":[{""title"":""South African History Archive Posters"",""id"":""1003322582"",""path"":""/struggles-for-freedom/southern-africa/south-african-history-archive-posters-1003322582""}],""collection"":[{""title"":""Struggles for Freedom: Southern Africa"",""id"":""100046001"",""path"":""/primary-sources/southern-african""}]}"
59ad9e09-d6fe-3291-b45a-c5821061afd9,10.2307/777910,Who's Afraid of Visual Culture?,journal,article,"[""Johanna Drucker""]",Johanna Drucker,,,"[""Taylor & Francis, Ltd."", ""College Art Association""]",Art Journal,,,,,,TRUE,"{""journal"":[{""id"":""artj"",""title"":""Art Journal""}],""issue"":[{""id"":""10.2307/i231732"",""title"":""Vol. 58, No. 4 (Winter, 1999)""}],""publisher"":[{""id"":""caa"",""title"":""College Art Association""}]}"
5a4eba0d-d6b1-366a-aa3b-7f12204069a7,10.2307/ithaka.org.1003748624,"Article ""Why I am a Pessimist"" by Rachel Carson Appearing in a 1927 issue of The Arrow",contributed_serials,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Articles,Serials,"[""Chatham University""]",,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/1dca6823-212a-441a-a8a3-dfa0a06cfcae_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
5a937992-3cd6-374e-9553-a60dc36d770c,10.2307/ithaka.org.1003748628,"Letter from Rachel Carson to Chatham College dated March 18, 1963",contributed_documents,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Letters (Correspondence),Documents,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/f1897e93-ed9b-4478-a337-178d0f182453_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
5af77ea8-c7bf-31e7-a034-de2c73ef6cd9,10.2307/25136115,Exhibition of War Posters,journal,article,[],,,,"[""Cleveland Museum of Art""]",The Bulletin of the Cleveland Museum of Art,,,,,,TRUE,"{""journal"":[{""id"":""bulleclevmuseart"",""title"":""The Bulletin of the Cleveland Museum of Art""}],""issue"":[{""id"":""10.2307/i25136113"",""title"":""Vol. 4, No. 7 (Sep. - Oct., 1917)""}],""publisher"":[{""id"":""cma"",""title"":""Cleveland Museum of Art""}]}"
5bb6d1ec-a458-36ab-88f5-2e0f0f180a78,10.2307/struggles.1003323289,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/22/08/04599577-aa20-4ddf-ba36-18b4bcac8ca6.jp2,TRUE,"{""collection"":[{""id"":""100046001"",""title"":""Struggles for Freedom: Southern Africa"",""path"":""/primary-sources/southern-african""}],""portal"":[{""id"":""100046000"",""title"":""Struggles"",""path"":""/primary-sources""}]}"
5bf702fb-36b0-3154-8e08-9d345843d233,10.2307/3109288,Visual Culture: A New Paradigm,journal,article,"[""William Innes Homer""]",William Innes Homer,,,"[""The Smithsonian Institution"", ""The University of Chicago Press""]",American Art,,,,,,TRUE,"{""journal"":[{""id"":""americanart"",""title"":""American Art""}],""issue"":[{""id"":""10.2307/i356283"",""title"":""Vol. 12, No. 1 (Spring, 1998)""}],""publisher"":[{""id"":""si"",""title"":""The Smithsonian Institution""},{""id"":""ucpress"",""title"":""The University of Chicago Press""}]}"
5c00f859-322a-3c8d-a64e-080f08ffe620,10.2307/j.ctt2tt32z.8,4 No Easy Road to Freedom:,book,chapter,"[""M. Brinton Lykes""]",M. Brinton Lykes,,,"[""Georgetown University Press""]",,Driven from Home,Protecting the Rights of Forced Migrants,,,,TRUE,"{""publisher"":[{""id"":""georgetownupress"",""title"":""Georgetown University Press""}],""toc"":[{""id"":""10.2307/j.ctt2tt32z"",""title"":""Driven from Home: Protecting the Rights of Forced Migrants""}]}"
5e816925-4c43-3bd5-820a-77ca5fe3ffc7,10.2307/ithaka.org.1003748647,"Image of Rachel Carson with the Pennsylvania College for Women Championship Field Hockey Team Appearing in from the School Yearbook, The Pennsylvanian",contributed_images,ccda_text,"[""Chatham University""]",Chatham University,Photographs,Images,"[""Chatham University""]",,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/5946675a-d3d8-4b67-bdfa-1585174e4658_deflate.tif,TRUE,"{""collection"":[{""title"":""Chatham University - Rachel Carson Collection Test"",""id"":""100117982"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""title"":""JSTOR Internal Test"",""id"":""100047621"",""path"":""/jstortestportal""}]}"
5ed2cd43-8621-3243-b2b3-a8b9864bd77d,10.2307/30030884,Filling in the Picture: Visual Culture,journal,article,"[""George H. Roeder Jr.""]",George H. Roeder Jr.,,,"[""The Johns Hopkins University Press""]",Reviews in American History,,,,,,TRUE,"{""journal"":[{""id"":""reviamerhist"",""title"":""Reviews in American History""}],""issue"":[{""id"":""10.2307/i30030869"",""title"":""Vol. 26, No. 1, The Challenge of American History (Mar., 1998)""}],""publisher"":[{""id"":""jhup"",""title"":""The Johns Hopkins University Press""}]}"
5eeedef5-2456-3f16-b782-b197ca2d7788,10.2307/3984023,The Deep Ecology Movement: A Review,journal,article,"[""George Sessions""]",George Sessions,,,"[""Forest History Society"", ""American Society for Environmental History"", ""Oxford University Press""]",Environmental Review: ER,,,,,,TRUE,"{""journal"":[{""id"":""envirevier"",""title"":""Environmental Review: ER""}],""issue"":[{""id"":""10.2307/i382199"",""title"":""Vol. 11, No. 2 (Summer, 1987)""}],""publisher"":[{""id"":""fhs"",""title"":""Forest History Society""},{""id"":""aseh"",""title"":""American Society for Environmental History""},{""id"":""oup"",""title"":""Oxford University Press""}]}"
60b7a69b-6e17-385d-811c-9f092d958aca,10.2307/ithaka.org.1003748641,"Letter from Rachel Carson to Chatham College President Edward Eddy dated December 16, 1963",contributed_documents,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Letters (Correspondence),Documents,,,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/91fb5861-aab1-40b3-8307-82589970fb4f_deflate.tif,TRUE,"{""collection"":[{""id"":""100117982"",""title"":""Chatham University - Rachel Carson Collection Test"",""path"":""/jstortestportal/chatham-rachel-carson-test""}],""portal"":[{""id"":""100047621"",""title"":""JSTOR Internal Test"",""path"":""/jstortestportal""}]}"
60d67055-3805-3b1e-aba6-623adc361a34,10.2307/j.ctt3fgwp0.8,"5 Prize-winning poet, 1963–1964",book,chapter,"[""Louise Viljoen""]",Louise Viljoen,,,"[""Ohio University Press""]",,Ingrid Jonker,Poet under Apartheid,,,,TRUE,"{""publisher"":[{""id"":""ohiopress"",""title"":""Ohio University Press""}],""toc"":[{""id"":""10.2307/j.ctt3fgwp0"",""title"":""Ingrid Jonker: Poet under Apartheid""}]}"
60ef5d36-993b-32c9-81b6-7aad394bc2e7,10.7722/j.ctt81ng6.17,13: Sartre and His Literary Alter Ego Mathieu in Les Chemins de la liberté (1938–49):,book,chapter,"[""Manuel Bragança""]",Manuel Bragança,,,"[""Boydell and Brewer"", """"]",,German and European Poetics after the Holocaust,Crisis and Creativity,,,,TRUE,"{""publisher"":[{""id"":""boydellbrewer"",""title"":""Boydell and Brewer""},{""id"":""camdenhouse"",""title"":""""}],""toc"":[{""id"":""10.7722/j.ctt81ng6"",""title"":""German and European Poetics after the Holocaust: Crisis and Creativity""}]}"
